state,date,households,persons,avg_per_household,avg_per_person,total_cost
Rhode Island,2018-06-01,93547,157497,226.59,134.59,21197137
Rhode Island,2018-07-01,93434,157399,226.4,134.39,21153590
Rhode Island,2018-08-01,94107,158455,226.84,134.72,21347588
Rhode Island,2018-09-01,94447,159030,233.09,138.43,22014512
Vermont,2017-10-01,41550,74928,221.99,123.1,9223642
Vermont,2017-11-01,41558,75103,219.81,121.63,9134886
Vermont,2017-12-01,41538,74836,219.28,121.71,9108362
Vermont,2018-01-01,41802,75190,217.63,120.99,9097243
Vermont,2018-02-01,41626,74582,217.17,121.21,9040108
Vermont,2018-03-01,41340,73688,214.9,120.56,8883880
Vermont,2018-04-01,41032,72979,216.38,121.66,8878308
Vermont,2018-05-01,40636,72087,216.15,121.85,8783585
Vermont,2018-06-01,40353,71544,217.83,122.86,8789943
Vermont,2018-07-01,39820,70260,215.03,121.87,8562669
Vermont,2018-08-01,40037,70874,216.13,122.09,8653194
Vermont,2018-09-01,39911,70620,216.14,122.15,8626242
Delaware,2017-10-01,70098,143871,239.22,116.55,16768490
Delaware,2017-11-01,70770,144971,240.65,117.48,17030817
Delaware,2017-12-01,70176,143741,238.95,116.66,16768895
Delaware,2018-01-01,70231,143853,239.3,116.83,16806456
Delaware,2018-02-01,68969,141365,240.48,117.32,16585466
Delaware,2018-03-01,68492,140031,239.89,117.34,16430668
Delaware,2018-04-01,67839,138597,239.36,117.16,16238124
Delaware,2018-05-01,67532,137820,239.12,117.17,16148548
Delaware,2018-06-01,67314,137652,241.02,117.86,16224189
Delaware,2018-07-01,66653,136322,237.44,116.09,15825908
Delaware,2018-08-01,67691,138586,238.9,116.69,16171246
Delaware,2018-09-01,66885,136761,237.72,116.26,15900226
District of Columbia,2017-10-01,70968,112773,229.66,144.52,16298446
District of Columbia,2017-11-01,70153,114099,226.45,139.23,15886205
District of Columbia,2017-12-01,71217,112405,231.49,146.66,16485763
District of Columbia,2018-01-01,69868,113808,225.76,138.59,15773177
District of Columbia,2018-02-01,69453,112172,221.67,137.25,15395375
District of Columbia,2018-03-01,69328,110444,229.51,144.07,15911707
District of Columbia,2018-04-01,68228,110584,222.34,137.18,15169872
District of Columbia,2018-05-01,67877,112091,223.73,135.48,15186181
District of Columbia,2018-06-01,67691,113688,231.17,137.64,15648103
District of Columbia,2018-07-01,67076,110652,236.55,143.39,15866733
District of Columbia,2018-08-01,67251,112080,231.64,138.99,15578041
District of Columbia,2018-09-01,67148,112589,226.87,135.3,15233795
Maryland,2017-10-01,351191,666577,224.63,118.35,78886622
Maryland,2017-11-01,349712,663109,224.03,118.15,78346840
Maryland,2017-12-01,347556,657260,223.27,118.06,77599107
Maryland,2018-01-01,346528,652437,217.92,115.75,75516804
Maryland,2018-02-01,345491,649631,220.56,117.3,76199774
Maryland,2018-03-01,343352,643615,219.96,117.34,75522591
Maryland,2018-04-01,341188,639117,218.78,116.79,74644794
Maryland,2018-05-01,340106,637129,219.2,117.01,74549825
Maryland,2018-06-01,339795,636784,219.36,117.05,74536954
Maryland,2018-07-01,339411,635098,218.8,116.93,74262626
Maryland,2018-08-01,342016,639567,219.41,117.33,75041212
Maryland,2018-09-01,340855,637475,220.01,117.64,74991455
New Jersey,2017-10-01,391295,784805,225.21,112.29,88124800
New Jersey,2017-11-01,389010,780529,224.71,111.99,87415135
New Jersey,2017-12-01,388538,780144,224.5,111.81,87226686
New Jersey,2018-01-01,384097,770664,219.28,109.29,84225866
New Jersey,2018-02-01,382534,766371,221.34,110.48,84669609
New Jersey,2018-03-01,381085,763202,222.12,110.91,84645630
New Jersey,2018-04-01,376151,753442,221.85,110.76,83448015
New Jersey,2018-05-01,375870,753629,221.78,110.61,83361507
New Jersey,2018-06-01,373692,748935,221.9,110.72,82920919
New Jersey,2018-07-01,371068,743764,222.48,111.0,82555365
New Jersey,2018-08-01,370575,742303,222.27,110.96,82367703
New Jersey,2018-09-01,368203,735850,221.87,111.02,81693065
Pennsylvania,2017-10-01,957037,1838086,230.59,120.06,220681405
Pennsylvania,2017-11-01,958201,1836747,228.57,119.24,219015070
Pennsylvania,2017-12-01,955079,1828230,228.26,119.24,218003460
Pennsylvania,2018-01-01,959031,1832440,229.0,119.85,219618484
Pennsylvania,2018-02-01,958444,1825566,224.54,117.89,215213512
Pennsylvania,2018-03-01,958651,1822560,225.4,118.56,216083677
Pennsylvania,2018-04-01,958143,1817145,224.06,118.14,214684351
Pennsylvania,2018-05-01,958288,1814910,224.48,118.53,215113391
Pennsylvania,2018-06-01,953940,1806510,224.97,118.8,214607558
Pennsylvania,2018-07-01,952503,1802599,224.49,118.62,213829717
Pennsylvania,2018-08-01,954430,1801513,223.35,118.33,213169189
Pennsylvania,2018-09-01,953467,1796760,222.52,118.08,212163870
Virginia,2017-10-01,357405,751461,252.33,120.01,90184135
Virginia,2017-11-01,357257,751846,252.18,119.83,90094291
Virginia,2017-12-01,356236,748382,252.18,120.04,89834968
Virginia,2018-01-01,355121,743984,248.06,118.4,88089547
Virginia,2018-02-01,353288,739279,249.23,119.1,88049818
Virginia,2018-03-01,353278,736973,248.38,119.06,87746005
Virginia,2018-04-01,351524,732609,247.14,118.58,86875848
Virginia,2018-05-01,350568,730593,246.1,118.09,86273812
Virginia,2018-06-01,349964,729308,248.33,119.16,86906315
Virginia,2018-07-01,347961,724575,246.51,118.38,85775149
Virginia,2018-08-01,348987,726202,247.13,118.76,86243495
Virginia,2018-09-01,346163,719439,247.65,119.16,85727595
Virgin Islands,2017-10-01,13053,25156,358.8,186.17,4683413
Virgin Islands,2017-11-01,26741,81431,1191.82,391.38,31870411
Virgin Islands,2017-12-01,15302,31540,439.48,213.22,6724941
Virgin Islands,2018-01-01,13904,28469,350.48,171.17,4873078
Virgin Islands,2018-02-01,14038,28691,350.55,171.52,4921010
Virgin Islands,2018-03-01,14318,29131,352.07,173.04,5040873
Virgin Islands,2018-04-01,13403,27276,342.77,168.43,4594187
Virgin Islands,2018-05-01,13739,28000,346.31,169.93,4757903
Virgin Islands,2018-06-01,13920,28308,345.69,169.99,4812033
Virgin Islands,2018-07-01,13983,28411,346.65,170.61,4847196
Virgin Islands,2018-08-01,14108,28646,345.47,170.14,4873902
Virgin Islands,2018-09-01,14260,28933,346.19,170.62,4936624
West Virginia,2017-10-01,168536,330209,226.74,115.73,38214299
West Virginia,2017-11-01,167390,326891,225.2,115.32,37695760
West Virginia,2017-12-01,166391,324612,224.69,115.17,37385830
West Virginia,2018-01-01,167918,326123,223.0,114.82,37445510
West Virginia,2018-02-01,165815,322186,224.07,115.32,37154983
West Virginia,2018-03-01,166253,322615,223.05,114.95,37083412
West Virginia,2018-04-01,165189,319732,221.67,114.52,36616762
West Virginia,2018-05-01,164204,317809,220.39,113.87,36188603
West Virginia,2018-06-01,163326,315761,219.04,113.3,35775712
West Virginia,2018-07-01,162875,314565,219.46,113.63,35743834
West Virginia,2018-08-01,163348,316195,218.3,112.77,35658382
West Virginia,2018-09-01,163296,315408,216.39,112.03,35335628
Alabama,2017-10-01,369851,790245,252.78,118.31,93490712
Alabama,2017-11-01,369521,788561,253.39,118.74,93632814
Alabama,2017-12-01,365886,781426,254.2,119.02,93007396
Alabama,2018-01-01,361926,771467,248.04,116.36,89770485
Alabama,2018-02-01,360802,768516,249.35,117.07,89966292
Alabama,2018-03-01,359374,764756,251.22,118.06,90283506
Alabama,2018-04-01,356702,758064,249.19,117.26,88887092
Alabama,2018-05-01,355936,756861,250.41,117.76,89131174
Alabama,2018-06-01,355661,756716,250.93,117.94,89244802
Alabama,2018-07-01,355403,755632,250.88,118.0,89163279
Alabama,2018-08-01,356212,756688,250.25,117.8,89141586
Alabama,2018-09-01,353530,751235,251.31,118.26,88844152
Florida,2017-10-01,2661585,5797835,585.44,268.76,1558209574
Florida,2017-11-01,1990863,3938018,301.23,152.29,599716465
Florida,2017-12-01,1747930,3272989,225.54,120.45,394225634
Florida,2018-01-01,1718639,3205617,224.81,120.53,386373098
Florida,2018-02-01,1590707,2958565,220.19,118.39,350259446
Florida,2018-03-01,1611043,2998889,220.39,118.4,355058295
Florida,2018-04-01,1615827,3018378,219.89,117.72,355308348
Florida,2018-05-01,1626535,3042303,220.14,117.7,358069030
Florida,2018-06-01,1628111,3042160,219.49,117.47,357349126
Florida,2018-07-01,1611450,3005762,220.21,118.06,354863451
Florida,2018-08-01,1587429,2947869,219.16,118.02,347894564
Florida,2018-09-01,1584118,2941835,218.69,117.76,346435564
Georgia,2017-10-01,740936,1600358,280.25,129.75,207646184
Georgia,2017-11-01,736447,1589620,276.7,128.19,203778187
Georgia,2017-12-01,729110,1555634,274.48,128.65,200128369
Georgia,2018-01-01,738082,1597214,264.04,122.01,194881518
Georgia,2018-02-01,724926,1560984,266.84,123.92,193439446
Georgia,2018-03-01,721797,1542681,272.61,127.55,196771933
Georgia,2018-04-01,719741,1543723,267.84,124.88,192774706
Georgia,2018-05-01,717580,1544054,269.64,125.31,193485380
Georgia,2018-06-01,719296,1546294,267.59,124.48,192476500
Georgia,2018-07-01,709773,1563418,265.78,120.66,188646023
Georgia,2018-08-01,707797,1529027,267.44,123.8,189296376
Georgia,2018-09-01,692402,1504422,264.97,121.95,183463664
Kentucky,2017-10-01,302613,649299,251.65,117.28,76151839
Kentucky,2017-11-01,299079,640636,249.48,116.47,74613107
Kentucky,2017-12-01,299030,639618,248.0,115.94,74158039
Kentucky,2018-01-01,298235,636423,248.6,116.5,74142285
Kentucky,2018-02-01,292350,613772,246.34,117.34,72017341
Kentucky,2018-03-01,295345,629226,247.54,116.19,73108687
Kentucky,2018-04-01,277404,603201,255.43,117.47,70856219
Kentucky,2018-05-01,273564,596564,249.63,114.47,68288824
Kentucky,2018-06-01,285923,611081,241.73,113.1,69116283
Kentucky,2018-07-01,279320,600770,237.99,110.65,66475908
Kentucky,2018-08-01,264429,583875,256.87,116.33,67924565
Kentucky,2018-09-01,261868,579199,256.37,115.91,67133885
Mississippi,2017-10-01,240578,527023,248.6,113.48,59808331
Mississippi,2017-11-01,239934,525353,248.27,113.39,59568979
Mississippi,2017-12-01,238934,522618,247.67,113.23,59176697
Mississippi,2018-01-01,235729,513848,243.48,111.7,57395021
Mississippi,2018-02-01,234121,510050,244.55,112.25,57253915
Mississippi,2018-03-01,232604,506631,243.82,111.94,56713666
Mississippi,2018-04-01,229690,500495,242.9,111.48,55792790
Mississippi,2018-05-01,228585,498490,243.64,111.72,55693252
Mississippi,2018-06-01,228504,498290,242.98,111.42,55521602
Mississippi,2018-07-01,225966,491541,242.76,111.6,54854903
Mississippi,2018-08-01,225825,489938,242.18,111.63,54690558
Mississippi,2018-09-01,221698,479423,240.2,111.08,53252943
North Carolina,2017-10-01,666522,1400279,244.09,116.19,162692042
North Carolina,2017-11-01,663431,1393845,241.82,115.1,160432162
North Carolina,2017-12-01,659326,1383013,241.94,115.34,159520054
North Carolina,2018-01-01,655100,1371699,239.78,114.51,157078381
North Carolina,2018-02-01,650485,1358382,238.61,114.26,155212751
North Carolina,2018-03-01,648208,1355651,239.77,114.65,155419444
North Carolina,2018-04-01,640500,1338566,239.83,114.76,153610794
North Carolina,2018-05-01,639647,1338051,240.98,115.2,154139708
North Carolina,2018-06-01,639422,1336668,239.56,114.6,153179902
North Carolina,2018-07-01,635779,1328610,240.38,115.03,152827901
North Carolina,2018-08-01,609333,1266496,251.65,121.07,153337153
North Carolina,2018-09-01,610088,1262554,330.45,159.68,201601581
South Carolina,2017-10-01,324384,695651,257.44,120.04,83508042
South Carolina,2017-11-01,322780,691499,256.81,119.87,82893345
South Carolina,2017-12-01,318180,682959,257.32,119.88,81872909
South Carolina,2018-01-01,315948,674007,257.33,120.63,81304094
South Carolina,2018-02-01,314278,669192,252.11,118.4,79233967
South Carolina,2018-03-01,314702,669208,251.41,118.23,79120357
South Carolina,2018-04-01,306259,650947,250.94,118.06,76852282
South Carolina,2018-05-01,302266,643119,253.03,118.92,76482226
South Carolina,2018-06-01,299368,640219,255.72,119.57,76553309
South Carolina,2018-07-01,294174,629757,255.94,119.55,75290484
South Carolina,2018-08-01,293263,629959,257.97,120.09,75651780
South Carolina,2018-09-01,288708,620912,260.33,121.05,75159636
Tennessee,2017-10-01,500358,1017511,251.35,123.6,125765949
Tennessee,2017-11-01,498690,1015481,251.38,123.45,125362275
Tennessee,2017-12-01,496340,1009555,252.3,124.04,125226121
Tennessee,2018-01-01,492166,999147,248.98,122.64,122539907
Tennessee,2018-02-01,486827,989373,251.1,123.56,122242026
Tennessee,2018-03-01,474563,974449,252.51,122.97,119832054
Tennessee,2018-04-01,465579,957637,250.39,121.73,116577501
Tennessee,2018-05-01,452253,943828,251.74,120.62,113848820
Tennessee,2018-06-01,448768,938580,254.61,121.74,114258886
Tennessee,2018-07-01,445861,931540,253.34,121.26,112955696
Tennessee,2018-08-01,449975,943013,254.04,121.22,114309678
Tennessee,2018-09-01,444725,930386,251.78,120.35,111971991
Illinois,2017-10-01,959835,1850175,244.42,126.8,234606420
Illinois,2017-11-01,957598,1841385,245.92,127.89,235489061
Illinois,2017-12-01,951428,1894355,254.79,127.97,242418169
Illinois,2018-01-01,913562,1813534,251.65,126.77,229902157
Illinois,2018-02-01,925697,1840459,248.99,125.24,230492029
Illinois,2018-03-01,940837,1872619,254.81,128.02,239733129
Illinois,2018-04-01,909506,1808026,246.24,123.87,223958810
Illinois,2018-05-01,935528,1870397,251.76,125.92,235524898
Illinois,2018-06-01,913344,1826747,255.04,127.51,232936290
Illinois,2018-07-01,884510,1770840,256.43,128.08,226813738
Illinois,2018-08-01,878148,1765985,258.2,128.39,226734524
Illinois,2018-09-01,873264,1757609,251.17,124.79,219339287
Indiana,2017-10-01,285441,642328,264.04,117.34,75367920
Indiana,2017-11-01,282864,636499,262.55,116.68,74265108
Indiana,2017-12-01,280739,630576,261.45,116.4,73400256
Indiana,2018-01-01,278730,625188,261.3,116.5,72831467
Indiana,2018-02-01,277463,622559,261.28,116.45,72494930
Indiana,2018-03-01,276349,619119,261.32,116.64,72214628
Indiana,2018-04-01,273075,611377,261.49,116.8,71407246
Indiana,2018-05-01,270630,606232,263.44,117.6,71294873
Indiana,2018-06-01,268109,601044,262.19,116.95,70294240
Indiana,2018-07-01,269076,601227,264.17,118.23,71082364
Indiana,2018-08-01,271690,606211,264.37,118.48,71826365
Indiana,2018-09-01,270249,602029,262.92,118.02,71053750
Michigan,2017-10-01,703442,1324462,236.31,125.51,166233637
Michigan,2017-11-01,701794,1321240,233.08,123.81,163577489
Michigan,2017-12-01,694970,1307451,234.39,124.59,162894367
Michigan,2018-01-01,695407,1306298,232.51,123.77,161685620
Michigan,2018-02-01,691259,1297048,223.26,118.99,154332214
Michigan,2018-03-01,687713,1288365,232.94,124.34,160197015
Michigan,2018-04-01,682588,1276898,231.51,123.76,158027144
Michigan,2018-05-01,678317,1267931,230.46,123.29,156324953
Michigan,2018-06-01,673317,1259588,228.93,122.38,154142660
Michigan,2018-07-01,672544,1258177,229.18,122.5,154131728
Michigan,2018-08-01,666695,1244328,229.5,122.96,153008024
Michigan,2018-09-01,659967,1230552,226.5,121.48,149483595
Minnesota,2017-10-01,220692,445575,215.78,106.88,47620980
Minnesota,2017-11-01,216930,438561,213.96,105.83,46413875
Minnesota,2017-12-01,216284,436308,214.65,106.41,46425765
Minnesota,2018-01-01,216851,436161,211.54,105.18,45873555
Minnesota,2018-02-01,213732,429868,210.92,104.87,45080768
Minnesota,2018-03-01,208211,424124,217.53,106.79,45292556
Minnesota,2018-04-01,206074,419592,216.59,106.38,44634157
Minnesota,2018-05-01,206611,420061,216.26,106.37,44681880
Minnesota,2018-06-01,206036,418456,217.62,107.15,44837352
Minnesota,2018-07-01,214119,430583,208.33,103.6,44608061
Minnesota,2018-08-01,212839,426388,209.87,104.76,44669538
Minnesota,2018-09-01,211060,422155,209.81,104.89,44281518
Ohio,2017-10-01,726155,1454106,245.59,122.64,178336062
Ohio,2017-11-01,721511,1445457,243.46,121.52,175655608
Ohio,2017-12-01,721596,1447154,245.49,122.41,177146315
Ohio,2018-01-01,716778,1438832,244.67,121.89,175375815
Ohio,2018-02-01,708634,1421394,244.46,121.87,173232041
Ohio,2018-03-01,706958,1418692,246.93,123.05,174567396
Ohio,2018-04-01,700833,1403759,246.89,123.26,173030204
Ohio,2018-05-01,708849,1417857,242.73,121.35,172057578
Ohio,2018-06-01,704772,1409275,242.78,121.41,171106829
Ohio,2018-07-01,701682,1402925,242.59,121.33,170221082
Ohio,2018-08-01,706916,1401376,234.47,118.28,165751658
Ohio,2018-09-01,695598,1395560,246.92,123.07,171756418
Wisconsin,2017-10-01,335943,670764,208.64,104.49,70090407
Wisconsin,2017-11-01,333834,665881,207.12,103.84,69144500
Wisconsin,2017-12-01,332956,662704,207.02,104.01,68929173
Wisconsin,2018-01-01,334105,664215,206.59,103.91,69021725
Wisconsin,2018-02-01,331212,659122,206.14,103.59,68277215
Wisconsin,2018-03-01,331615,657233,206.64,104.26,68524898
Wisconsin,2018-04-01,328486,650623,206.45,104.23,67817349
Wisconsin,2018-05-01,326150,641578,206.33,104.89,67295492
Wisconsin,2018-06-01,325188,643401,206.43,104.33,67126948
Wisconsin,2018-07-01,324355,641193,206.51,104.46,66981308
Wisconsin,2018-08-01,323722,640315,207.17,104.74,67066614
Wisconsin,2018-09-01,322870,637586,206.3,104.47,66606485
Arkansas,2017-10-01,169516,386421,245.12,107.53,41552019
Arkansas,2017-11-01,168810,383740,244.27,107.46,41235329
Arkansas,2017-12-01,168681,382704,243.43,107.29,41062191
Arkansas,2018-01-01,166997,378791,241.23,106.35,40285403
Arkansas,2018-02-01,166465,377717,239.18,105.41,39814733
Arkansas,2018-03-01,165782,373710,241.56,107.16,40046433
Arkansas,2018-04-01,164912,372292,238.15,105.49,39274140
Arkansas,2018-05-01,161721,363143,242.37,107.93,39195564
Arkansas,2018-06-01,160875,362454,244.99,108.74,39412525
Arkansas,2018-07-01,161574,363548,244.18,108.52,39453438
Arkansas,2018-08-01,160784,362440,245.58,108.94,39484691
Arkansas,2018-09-01,161019,362454,246.28,109.41,39656191
Louisiana,2017-10-01,411688,889052,265.93,123.14,109480483
Louisiana,2017-11-01,411360,887559,268.28,124.34,110361536
Louisiana,2017-12-01,411453,886196,269.23,125.0,110776879
Louisiana,2018-01-01,404012,868105,264.55,123.12,106879583
Louisiana,2018-02-01,405225,871728,267.53,124.36,108410179
Louisiana,2018-03-01,407406,874486,268.68,125.18,109463809
Louisiana,2018-04-01,401750,861897,266.82,124.37,107196031
Louisiana,2018-05-01,400904,860352,267.66,124.72,107304316
Louisiana,2018-06-01,400091,858879,269.44,125.51,107801907
Louisiana,2018-07-01,394958,848378,269.03,125.24,106253895
Louisiana,2018-08-01,396721,852608,268.87,125.11,106665515
Louisiana,2018-09-01,395087,848859,270.14,125.73,106727508
New Mexico,2017-10-01,220003,461417,246.83,117.69,54304197
New Mexico,2017-11-01,220263,460167,243.45,116.53,53623068
New Mexico,2017-12-01,219894,457878,243.62,117.0,53570961
New Mexico,2018-01-01,220956,459143,243.07,116.97,53706879
New Mexico,2018-02-01,221064,458184,239.66,115.63,52979666
New Mexico,2018-03-01,220325,456190,241.22,116.5,53147542
New Mexico,2018-04-01,219831,454021,240.77,116.58,52928465
New Mexico,2018-05-01,219707,453002,239.63,116.22,52647664
New Mexico,2018-06-01,219930,452731,239.52,116.35,52676828
New Mexico,2018-07-01,219426,451989,240.45,116.73,52761373
New Mexico,2018-08-01,221361,455481,239.63,116.46,53045612
New Mexico,2018-09-01,221335,454804,239.59,116.6,53029566
Oklahoma,2017-10-01,273392,598722,262.06,119.66,71646029
Oklahoma,2017-11-01,272612,596655,261.88,119.65,71391588
Oklahoma,2017-12-01,270921,592660,261.21,119.41,70767712
Oklahoma,2018-01-01,269924,589087,256.63,117.59,69269840
Oklahoma,2018-02-01,267614,583399,258.76,118.7,69248430
Oklahoma,2018-03-01,266852,581095,257.28,118.15,68656820
Oklahoma,2018-04-01,265923,578445,256.96,118.13,68332732
Oklahoma,2018-05-01,265491,576883,257.26,118.4,68301507
Oklahoma,2018-06-01,267247,580448,256.71,118.2,68606286
Oklahoma,2018-07-01,266740,578466,256.62,118.33,68451061
Oklahoma,2018-08-01,268949,583042,256.72,118.42,69044475
Oklahoma,2018-09-01,268862,581866,256.4,118.48,68937013
Texas,2017-10-01,2274700,5985046,351.06,133.43,798554958
Texas,2017-11-01,1663092,3919597,274.16,116.33,455960669
Texas,2017-12-01,1632201,3845396,272.64,115.72,445000211
Texas,2018-01-01,1627342,3823986,272.08,115.79,442773302
Texas,2018-02-01,1590116,3738628,272.02,115.69,432539857
Texas,2018-03-01,1580649,3710811,272.14,115.92,430161982
Texas,2018-04-01,1555982,3650170,272.2,116.03,423544789
Texas,2018-05-01,1537717,3610348,271.96,115.83,418202285
Texas,2018-06-01,1541976,3619343,272.78,116.21,420613572
Texas,2018-07-01,1543618,3616565,272.97,116.51,421361691
Texas,2018-08-01,1545637,3620064,271.75,116.03,420023583
Texas,2018-09-01,1539597,3602528,270.49,115.6,416440556
Colorado,2017-10-01,220901,451621,258.05,126.22,57003974
Colorado,2017-11-01,220217,449017,255.74,125.43,56319223
Colorado,2017-12-01,222180,451127,254.92,125.55,56638410
Colorado,2018-01-01,224723,454873,254.25,125.61,57135508
Colorado,2018-02-01,220211,455910,252.78,122.1,55665785
Colorado,2018-03-01,223363,450866,253.29,125.48,56574895
Colorado,2018-04-01,220953,445005,252.13,125.19,55708427
Colorado,2018-05-01,219975,442787,251.49,124.94,55320515
Colorado,2018-06-01,219802,442154,249.59,124.08,54860802
Colorado,2018-07-01,220325,443567,248.85,123.61,54828349
Colorado,2018-08-01,224125,455186,244.1,120.19,54709103
Colorado,2018-09-01,223942,455773,240.45,118.14,53845842
Iowa,2017-10-01,169509,357780,228.05,108.04,38656273
Iowa,2017-11-01,168519,354756,226.82,107.75,38223864
Iowa,2017-12-01,169046,354235,225.89,107.8,38185265
Iowa,2018-01-01,169139,353019,223.27,106.97,37763881
Iowa,2018-02-01,168245,350491,224.36,107.7,37748185
Iowa,2018-03-01,166415,347508,224.12,107.33,37297257
Iowa,2018-04-01,164332,343191,224.12,107.32,36829571
Iowa,2018-05-01,162985,340638,224.28,107.31,36554219
Iowa,2018-06-01,162698,339878,224.79,107.61,36572754
Iowa,2018-07-01,160291,334918,225.79,108.06,36191704
Iowa,2018-08-01,160514,335057,225.96,108.25,36268951
Iowa,2018-09-01,159699,333402,225.22,107.88,35968058
Kansas,2017-10-01,105737,228305,245.29,113.61,25936696
Kansas,2017-11-01,104695,224961,243.77,113.45,25521425
Kansas,2017-12-01,103406,221892,243.09,113.28,25136959
Kansas,2018-01-01,102313,219365,237.18,110.62,24266160
Kansas,2018-02-01,101523,217503,239.98,112.02,24363703
Kansas,2018-03-01,101075,216080,238.91,111.75,24147879
Kansas,2018-04-01,100481,214560,238.75,111.81,23990203
Kansas,2018-05-01,99814,213163,239.75,112.26,23929928
Kansas,2018-06-01,99693,213466,240.85,112.48,24011537
Kansas,2018-07-01,99660,213577,241.43,112.66,24060936
Kansas,2018-08-01,99778,213641,241.98,113.02,24144659
Kansas,2018-09-01,99175,212522,242.3,113.07,24029903
Missouri,2017-10-01,351465,758037,260.75,120.9,91643438
Missouri,2017-11-01,349648,753804,260.26,120.72,90999838
Missouri,2017-12-01,349670,753015,259.61,120.55,90776380
Missouri,2018-01-01,348417,749877,258.12,119.93,89933190
Missouri,2018-02-01,343346,738856,255.84,118.89,87842422
Missouri,2018-03-01,345109,741860,257.73,119.89,88945021
Missouri,2018-04-01,341956,734965,256.38,119.28,87669366
Missouri,2018-05-01,339031,728853,259.78,120.84,88073726
Missouri,2018-06-01,338113,727131,256.95,119.48,86878232
Missouri,2018-07-01,334831,719318,257.55,119.89,86236092
Missouri,2018-08-01,334059,719012,259.99,120.79,86851595
Missouri,2018-09-01,332235,714356,257.3,119.67,85484929
Montana,2017-10-01,56286,117248,244.5,117.37,13761746
Montana,2017-11-01,56429,117271,240.39,115.67,13565125
Montana,2017-12-01,56391,116995,239.51,115.44,13505961
Montana,2018-01-01,56817,117280,238.09,115.34,13527377
Montana,2018-02-01,57626,117496,231.97,113.77,13367387
Montana,2018-03-01,57123,117211,236.41,115.21,13504162
Montana,2018-04-01,56222,115442,235.12,114.51,13219190
Montana,2018-05-01,55828,114533,234.96,114.53,13117409
Montana,2018-06-01,55422,113591,233.78,114.06,12956608
Montana,2018-07-01,54998,112568,233.35,114.01,12833660
Montana,2018-08-01,54864,112123,229.66,112.38,12600170
Montana,2018-09-01,54289,110916,228.98,112.08,12430943
Nebraska,2017-10-01,77650,173278,252.0,112.93,19567825
Nebraska,2017-11-01,77407,172509,251.89,113.03,19498335
Nebraska,2017-12-01,77627,172592,252.1,113.39,19569415
Nebraska,2018-01-01,77697,172567,245.48,110.53,19073197
Nebraska,2018-02-01,76867,170909,249.18,112.07,19153514
Nebraska,2018-03-01,77340,171343,250.48,113.06,19371849
Nebraska,2018-04-01,76071,168573,247.74,111.8,18845917
Nebraska,2018-05-01,75904,168420,249.74,112.55,18956214
Nebraska,2018-06-01,75786,168245,250.64,112.9,18994902
Nebraska,2018-07-01,75277,166820,248.2,112.0,18683501
Nebraska,2018-08-01,75257,166981,249.82,112.59,18800337
Nebraska,2018-09-01,74531,165496,250.78,112.94,18691168
North Dakota,2017-10-01,25253,53403,253.69,119.96,6406486
North Dakota,2017-11-01,25362,53396,253.12,120.23,6419718
North Dakota,2017-12-01,25340,53269,252.67,120.2,6402674
North Dakota,2018-01-01,25457,53547,249.41,118.57,6349160
North Dakota,2018-02-01,25410,53355,250.19,119.15,6357209
North Dakota,2018-03-01,25306,53179,249.99,118.96,6326311
North Dakota,2018-04-01,25224,52896,249.76,119.1,6299847
North Dakota,2018-05-01,25087,52718,251.22,119.55,6302386
North Dakota,2018-06-01,24932,52316,250.15,119.21,6236762
North Dakota,2018-07-01,24602,51457,249.42,119.25,6136315
North Dakota,2018-08-01,24501,51183,249.36,119.36,6109456
North Dakota,2018-09-01,24385,50733,247.89,119.15,6044851
South Dakota,2017-10-01,40429,90383,278.65,124.64,11265735
South Dakota,2017-11-01,40305,89739,276.35,124.12,11138296
South Dakota,2017-12-01,40418,89366,276.08,124.86,11158429
South Dakota,2018-01-01,40882,89804,274.07,124.77,11204670
South Dakota,2018-02-01,40832,89328,271.04,123.89,11067246
South Dakota,2018-03-01,40397,88124,274.05,125.63,11070882
South Dakota,2018-04-01,40063,87309,272.08,124.85,10900179
South Dakota,2018-05-01,39811,86607,273.43,125.69,10885544
South Dakota,2018-06-01,39519,85843,272.91,125.64,10784956
South Dakota,2018-07-01,39171,85068,272.97,125.7,10692636
South Dakota,2018-08-01,39073,84361,270.77,125.41,10579763
South Dakota,2018-09-01,38720,82986,267.67,124.89,10364305
Utah,2017-10-01,80060,196886,281.86,114.61,22565643
Utah,2017-11-01,79463,194842,279.65,114.05,22221791
Utah,2017-12-01,79380,194587,278.68,113.69,22121934
Utah,2018-01-01,79269,193618,276.54,113.22,21920875
Utah,2018-02-01,78289,190932,276.74,113.47,21665867
Utah,2018-03-01,79197,192348,276.88,114.0,21927716
Utah,2018-04-01,77727,188587,276.13,113.81,21462946
Utah,2018-05-01,77295,186938,275.59,113.95,21301714
Utah,2018-06-01,76909,185816,274.99,113.82,21148835
Utah,2018-07-01,75375,181859,275.13,114.03,20738263
Utah,2018-08-01,75695,182667,276.09,114.41,20898508
Utah,2018-09-01,74882,180032,274.59,114.21,20561935
Wyoming,2017-10-01,13414,30613,265.12,116.17,3556252
Wyoming,2017-11-01,13393,30430,261.41,115.05,3501039
Wyoming,2017-12-01,13418,30225,261.08,115.91,3503232
Wyoming,2018-01-01,13605,30647,259.42,115.16,3529416
